SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,CTE,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2019-2020,245902,LYFORD CISD,1,TRADITIONAL ISD/CSD,1449,709,75,700,42,1208,116,31,0,125,83,17,135,1449
STATE,DISTRICT,2019-2020,7904,LYTLE ISD,20,TRADITIONAL ISD/CSD,1786,1038,0,526,55,1329,245,228,17,49,12,49,171,1308
STATE,DISTRICT,2019-2020,129905,MABANK ISD,10,TRADITIONAL ISD/CSD,3682,1335,0,1206,233,2315,174,48,31,313,10,55,482,3682
STATE,DISTRICT,2019-2020,154901,MADISONVILLE CISD,6,TRADITIONAL ISD/CSD,2409,706,-999,806,50,1781,347,346,-999,31,0,10,214,2409
STATE,DISTRICT,2019-2020,170906,MAGNOLIA ISD,6,TRADITIONAL ISD/CSD,13290,5647,597,4023,846,6183,2164,706,62,638,10,193,1509,2742
STATE,DISTRICT,2019-2020,107906,MALAKOFF ISD,7,TRADITIONAL ISD/CSD,1428,555,0,374,61,927,68,61,-999,43,-999,21,155,1420
STATE,DISTRICT,2019-2020,109908,MALONE ISD,12,TRADITIONAL ISD/CSD,169,131,0,0,-999,146,68,67,0,-999,18,0,21,169
STATE,DISTRICT,2019-2020,19910,MALTA ISD,8,TRADITIONAL ISD/CSD,236,27,0,0,16,100,-999,-999,0,14,0,0,13,236
STATE,DISTRICT,2019-2020,57844,MANARA ACADEMY,10,OPEN ENROLLMENT CHARTER,750,241,0,14,-999,438,229,217,0,0,0,0,49,0
STATE,DISTRICT,2019-2020,227907,MANOR ISD,13,TRADITIONAL ISD/CSD,9595,7198,1772,3658,321,7092,4001,1765,48,904,246,76,960,4699
STATE,DISTRICT,2019-2020,220908,MANSFIELD ISD,11,TRADITIONAL ISD/CSD,35669,12343,892,8972,1202,15555,3649,2466,93,2437,154,768,3649,15262
STATE,DISTRICT,2019-2020,22902,MARATHON ISD,18,TRADITIONAL ISD/CSD,57,16,0,23,-999,43,0,0,0,-999,0,0,-999,0
STATE,DISTRICT,2019-2020,27904,MARBLE FALLS ISD,13,TRADITIONAL ISD/CSD,4354,2468,385,1442,175,2928,822,430,49,307,60,17,611,4323
STATE,DISTRICT,2019-2020,189901,MARFA ISD,18,TRADITIONAL ISD/CSD,329,177,0,92,14,270,83,60,0,-999,0,-999,30,329
STATE,DISTRICT,2019-2020,94904,MARION ISD,20,TRADITIONAL ISD/CSD,1538,483,0,483,77,681,79,78,12,109,20,55,173,718
STATE,DISTRICT,2019-2020,73903,MARLIN ISD,12,TRADITIONAL ISD/CSD,920,618,0,168,14,772,140,139,-999,41,-999,10,99,920
STATE,DISTRICT,2019-2020,102902,MARSHALL ISD,7,TRADITIONAL ISD/CSD,5336,3366,258,1649,96,3757,1037,362,70,616,114,90,390,5336
STATE,DISTRICT,2019-2020,161908,MART ISD,12,TRADITIONAL ISD/CSD,518,262,0,134,31,353,18,16,14,53,11,0,57,518
STATE,DISTRICT,2019-2020,234905,MARTINS MILL ISD,7,TRADITIONAL ISD/CSD,510,160,0,165,51,252,48,47,-999,46,0,0,45,510
STATE,DISTRICT,2019-2020,174909,MARTINSVILLE ISD,7,TRADITIONAL ISD/CSD,371,172,0,173,30,217,25,25,-999,25,0,-999,42,371
STATE,DISTRICT,2019-2020,157901,MASON ISD,15,TRADITIONAL ISD/CSD,757,281,0,210,72,352,80,80,0,114,25,14,63,729
STATE,DISTRICT,2019-2020,158904,MATAGORDA ISD,3,TRADITIONAL ISD/CSD,112,58,0,0,-999,71,-999,-999,-999,-999,0,-999,14,112
STATE,DISTRICT,2019-2020,205904,MATHIS ISD,2,TRADITIONAL ISD/CSD,1599,892,0,437,34,1377,40,27,-999,64,-999,-999,170,1599
STATE,DISTRICT,2019-2020,19903,MAUD ISD,8,TRADITIONAL ISD/CSD,477,114,0,165,43,280,-999,-999,0,28,0,-999,41,476
STATE,DISTRICT,2019-2020,25905,MAY ISD,15,TRADITIONAL ISD/CSD,261,103,0,107,11,174,-999,-999,-999,18,-999,-999,31,138
STATE,DISTRICT,2019-2020,70915,MAYPEARL ISD,10,TRADITIONAL ISD/CSD,1137,407,0,338,65,439,64,54,-999,54,-999,26,90,704
STATE,DISTRICT,2019-2020,108906,MCALLEN ISD,1,TRADITIONAL ISD/CSD,22427,12695,4626,6758,1159,16105,7695,3301,41,2209,88,42,2595,21182
STATE,DISTRICT,2019-2020,231901,MCCAMEY ISD,18,TRADITIONAL ISD/CSD,567,273,0,126,30,378,36,33,0,34,0,0,62,567
STATE,DISTRICT,2019-2020,11905,MCDADE ISD,13,TRADITIONAL ISD/CSD,366,157,0,85,16,201,71,50,-999,41,16,-999,42,366
STATE,DISTRICT,2019-2020,161909,MCGREGOR ISD,12,TRADITIONAL ISD/CSD,1491,635,62,320,118,928,180,-999,0,97,13,0,140,755
STATE,DISTRICT,2019-2020,43907,MCKINNEY ISD,10,TRADITIONAL ISD/CSD,24621,7187,1451,5437,1773,8083,2921,1589,61,2302,439,364,3156,4541
STATE,DISTRICT,2019-2020,90903,MCLEAN ISD,16,TRADITIONAL ISD/CSD,218,56,0,81,14,120,-999,-999,-999,0,-999,0,41,218
STATE,DISTRICT,2019-2020,34906,MCLEOD ISD,8,TRADITIONAL ISD/CSD,391,198,0,129,50,174,0,0,0,26,-999,0,50,391
STATE,DISTRICT,2019-2020,162904,MCMULLEN COUNTY ISD,2,TRADITIONAL ISD/CSD,288,70,0,126,11,79,-999,-999,-999,29,0,0,25,0
STATE,DISTRICT,2019-2020,223902,MEADOW ISD,17,TRADITIONAL ISD/CSD,285,154,0,129,17,196,22,22,-999,-999,-999,-999,28,285
STATE,DISTRICT,2019-2020,130801,MEADOWLAND CHARTER DISTRICT,20,OPEN ENROLLMENT CHARTER,90,85,0,28,0,85,0,0,73,0,0,0,32,89
STATE,DISTRICT,2019-2020,10901,MEDINA ISD,20,TRADITIONAL ISD/CSD,315,196,0,100,16,198,-999,-999,0,29,93,-999,52,315
STATE,DISTRICT,2019-2020,163908,MEDINA VALLEY ISD,20,TRADITIONAL ISD/CSD,5868,2096,198,1800,147,2896,350,128,46,342,37,615,738,2833
STATE,DISTRICT,2019-2020,43908,MELISSA ISD,10,TRADITIONAL ISD/CSD,3580,826,0,1188,246,575,193,186,-999,228,25,73,420,1689
STATE,DISTRICT,2019-2020,96904,MEMPHIS ISD,16,TRADITIONAL ISD/CSD,465,261,0,143,69,365,64,60,-999,35,-999,-999,86,465
STATE,DISTRICT,2019-2020,164901,MENARD ISD,15,TRADITIONAL ISD/CSD,303,163,0,76,0,219,17,-999,-999,13,0,0,25,303
STATE,DISTRICT,2019-2020,108907,MERCEDES ISD,1,TRADITIONAL ISD/CSD,4941,3331,628,1792,175,4444,1385,523,20,664,24,40,449,4941
STATE,DISTRICT,2019-2020,18902,MERIDIAN ISD,12,TRADITIONAL ISD/CSD,441,136,0,144,33,266,23,22,0,47,-999,-999,70,441
STATE,DISTRICT,2019-2020,246801,MERIDIAN WORLD SCHOOL LLC,13,OPEN ENROLLMENT CHARTER,1670,307,0,114,96,175,91,84,0,0,-999,16,178,0
STATE,DISTRICT,2019-2020,221904,MERKEL ISD,14,TRADITIONAL ISD/CSD,1108,543,0,393,29,669,29,23,-999,70,37,34,191,545
STATE,DISTRICT,2019-2020,57914,MESQUITE ISD,10,TRADITIONAL ISD/CSD,39856,23987,5387,12616,3228,31097,11277,5577,116,2441,542,16,4716,39845
STATE,DISTRICT,2019-2020,147903,MEXIA ISD,12,TRADITIONAL ISD/CSD,1878,1089,93,624,89,1507,366,168,-999,57,41,-999,271,1849
STATE,DISTRICT,2019-2020,101855,MEYERPARK ELEMENTARY,4,OPEN ENROLLMENT CHARTER,265,97,-999,0,0,253,-999,0,0,0,0,0,16,265
STATE,DISTRICT,2019-2020,62906,MEYERSVILLE ISD,3,TRADITIONAL ISD/CSD,149,15,0,0,-999,84,0,0,0,10,0,-999,10,149
STATE,DISTRICT,2019-2020,197902,MIAMI ISD,16,TRADITIONAL ISD/CSD,190,35,0,85,20,55,0,0,0,16,-999,0,13,190
STATE,DISTRICT,2019-2020,165802,MIDLAND ACADEMY CHARTER SCHOOL,18,OPEN ENROLLMENT CHARTER,388,97,0,32,-999,157,19,18,0,24,0,0,16,388
STATE,DISTRICT,2019-2020,165901,MIDLAND ISD,18,TRADITIONAL ISD/CSD,26432,13814,1488,7056,960,11767,3723,2107,48,1198,287,431,2062,17420
STATE,DISTRICT,2019-2020,70908,MIDLOTHIAN ISD,10,TRADITIONAL ISD/CSD,9783,3137,143,3053,665,2451,364,215,25,572,15,163,1194,1231
STATE,DISTRICT,2019-2020,39905,MIDWAY ISD,9,TRADITIONAL ISD/CSD,127,61,0,64,12,89,-999,-999,0,-999,13,-999,33,127
STATE,DISTRICT,2019-2020,161903,MIDWAY ISD,12,TRADITIONAL ISD/CSD,8375,2257,0,2603,344,2862,281,246,28,917,14,315,929,2206
STATE,DISTRICT,2019-2020,166903,MILANO ISD,6,TRADITIONAL ISD/CSD,429,151,0,216,29,237,17,17,-999,44,0,-999,34,429
STATE,DISTRICT,2019-2020,175910,MILDRED ISD,12,TRADITIONAL ISD/CSD,767,281,0,348,47,356,22,21,11,51,-999,12,71,767
STATE,DISTRICT,2019-2020,200902,MILES ISD,15,TRADITIONAL ISD/CSD,489,215,0,135,41,186,43,43,0,36,-999,23,36,277
STATE,DISTRICT,2019-2020,70909,MILFORD ISD,10,TRADITIONAL ISD/CSD,246,161,0,64,11,162,38,38,0,-999,0,-999,37,246
STATE,DISTRICT,2019-2020,112907,MILLER GROVE ISD,8,TRADITIONAL ISD/CSD,354,121,0,117,17,198,20,20,-999,-999,27,-999,30,354
STATE,DISTRICT,2019-2020,184904,MILLSAP ISD,11,TRADITIONAL ISD/CSD,1040,339,0,356,85,509,26,26,-999,52,0,-999,122,734
STATE,DISTRICT,2019-2020,250903,MINEOLA ISD,7,TRADITIONAL ISD/CSD,1646,783,0,553,52,1024,184,170,21,49,24,12,178,1646
STATE,DISTRICT,2019-2020,182903,MINERAL WELLS ISD,11,TRADITIONAL ISD/CSD,3237,2087,94,951,223,2421,375,208,34,124,156,15,369,1921
STATE,DISTRICT,2019-2020,108908,MISSION CISD,1,TRADITIONAL ISD/CSD,15465,10441,2626,5368,409,12682,5287,2606,21,1831,107,34,1267,15465
STATE,DISTRICT,2019-2020,238902,MONAHANS-WICKETT-PYOTE ISD,18,TRADITIONAL ISD/CSD,2401,1036,183,611,143,1126,267,72,-999,90,-999,-999,262,2401
STATE,DISTRICT,2019-2020,169908,MONTAGUE ISD,9,TRADITIONAL ISD/CSD,174,45,0,13,16,79,0,0,-999,-999,0,0,21,174
STATE,DISTRICT,2019-2020,108915,MONTE ALTO ISD,1,TRADITIONAL ISD/CSD,915,518,152,249,27,864,278,118,-999,17,0,-999,81,914
STATE,DISTRICT,2019-2020,227826,MONTESSORI FOR ALL,13,OPEN ENROLLMENT CHARTER,478,180,0,0,-999,243,123,123,-999,0,-999,-999,32,478
STATE,DISTRICT,2019-2020,170903,MONTGOMERY ISD,6,TRADITIONAL ISD/CSD,9025,2707,171,2711,449,2391,201,99,36,633,20,35,782,1710
STATE,DISTRICT,2019-2020,161910,MOODY ISD,12,TRADITIONAL ISD/CSD,694,315,0,203,51,434,60,57,0,32,11,11,103,694
STATE,DISTRICT,2019-2020,209902,MORAN ISD,14,TRADITIONAL ISD/CSD,112,79,0,56,-999,105,0,0,0,-999,15,0,23,112
STATE,DISTRICT,2019-2020,18903,MORGAN ISD,12,TRADITIONAL ISD/CSD,124,50,0,54,11,100,12,-999,0,-999,10,-999,23,124
STATE,DISTRICT,2019-2020,72910,MORGAN MILL ISD,11,TRADITIONAL ISD/CSD,111,-999,0,0,-999,54,0,0,0,14,0,-999,11,109
STATE,DISTRICT,2019-2020,40901,MORTON ISD,17,TRADITIONAL ISD/CSD,399,230,0,123,11,302,78,77,-999,27,14,0,50,394
STATE,DISTRICT,2019-2020,173901,MOTLEY COUNTY ISD,17,TRADITIONAL ISD/CSD,150,42,0,54,13,104,0,0,0,18,0,10,18,150
STATE,DISTRICT,2019-2020,143902,MOULTON ISD,3,TRADITIONAL ISD/CSD,273,81,0,73,21,153,31,31,0,12,0,0,46,273
STATE,DISTRICT,2019-2020,109910,MOUNT CALM ISD,12,TRADITIONAL ISD/CSD,203,34,0,69,15,153,15,15,-999,12,0,0,26,203
STATE,DISTRICT,2019-2020,201907,MOUNT ENTERPRISE ISD,7,TRADITIONAL ISD/CSD,425,199,0,132,34,284,23,23,0,32,-999,0,65,425
STATE,DISTRICT,2019-2020,225902,MOUNT PLEASANT ISD,8,TRADITIONAL ISD/CSD,5327,3869,854,1442,577,4102,2468,943,21,391,60,21,669,3026
STATE,DISTRICT,2019-2020,80901,MOUNT VERNON ISD,8,TRADITIONAL ISD/CSD,1578,664,63,738,127,946,176,64,-999,94,-999,-999,165,1578
STATE,DISTRICT,2019-2020,49902,MUENSTER ISD,11,TRADITIONAL ISD/CSD,535,98,0,206,-999,89,-999,-999,0,24,0,0,87,535
STATE,DISTRICT,2019-2020,9901,MULESHOE ISD,17,TRADITIONAL ISD/CSD,1403,858,286,365,16,1195,390,102,-999,26,0,-999,197,1399
STATE,DISTRICT,2019-2020,167902,MULLIN ISD,12,TRADITIONAL ISD/CSD,280,231,0,173,-999,271,-999,-999,40,-999,0,0,79,86
STATE,DISTRICT,2019-2020,198906,MUMFORD ISD,6,TRADITIONAL ISD/CSD,625,194,0,111,-999,425,96,92,0,114,0,0,54,625
STATE,DISTRICT,2019-2020,138903,MUNDAY CISD,9,TRADITIONAL ISD/CSD,414,136,0,78,11,255,19,19,0,19,-999,-999,69,414
STATE,DISTRICT,2019-2020,107908,MURCHISON ISD,7,TRADITIONAL ISD/CSD,173,77,0,0,17,112,15,14,0,10,0,-999,34,172
STATE,DISTRICT,2019-2020,174904,NACOGDOCHES ISD,7,TRADITIONAL ISD/CSD,6213,4229,540,1550,137,5051,1809,1327,46,331,70,-999,709,4446
STATE,DISTRICT,2019-2020,163903,NATALIA ISD,20,TRADITIONAL ISD/CSD,1083,655,0,303,39,770,90,83,-999,62,14,12,106,540
STATE,DISTRICT,2019-2020,94903,NAVARRO ISD,20,TRADITIONAL ISD/CSD,1944,540,0,630,107,647,97,92,14,146,-999,82,208,998
STATE,DISTRICT,2019-2020,93904,NAVASOTA ISD,6,TRADITIONAL ISD/CSD,3017,1795,44,794,118,2315,653,144,11,76,178,-999,357,1486
STATE,DISTRICT,2019-2020,35903,NAZARETH ISD,16,TRADITIONAL ISD/CSD,248,28,0,107,15,41,-999,-999,0,-999,0,0,16,248
STATE,DISTRICT,2019-2020,1906,NECHES ISD,7,TRADITIONAL ISD/CSD,353,101,0,160,-999,167,-999,-999,-999,23,-999,12,26,352
STATE,DISTRICT,2019-2020,123905,NEDERLAND ISD,5,TRADITIONAL ISD/CSD,5222,1768,93,1206,200,2338,464,334,-999,231,163,16,613,2301
STATE,DISTRICT,2019-2020,79906,NEEDVILLE ISD,4,TRADITIONAL ISD/CSD,3331,1346,0,1211,112,1357,288,287,-999,87,-999,36,396,2302
STATE,DISTRICT,2019-2020,19905,NEW BOSTON ISD,8,TRADITIONAL ISD/CSD,1237,657,0,341,100,900,32,31,0,73,35,-999,187,1237
STATE,DISTRICT,2019-2020,46901,NEW BRAUNFELS ISD,13,TRADITIONAL ISD/CSD,9541,3530,360,2150,505,3580,865,487,70,750,188,654,956,2478
STATE,DISTRICT,2019-2020,170908,NEW CANEY ISD,6,TRADITIONAL ISD/CSD,16110,8805,3155,5212,1042,10897,4891,2162,56,1153,473,78,1457,7116
STATE,DISTRICT,2019-2020,152902,NEW DEAL ISD,17,TRADITIONAL ISD/CSD,767,428,0,250,61,488,20,20,-999,41,-999,-999,58,295
STATE,DISTRICT,2019-2020,230906,NEW DIANA ISD,7,TRADITIONAL ISD/CSD,1208,422,0,346,64,477,20,20,12,60,-999,26,68,574
STATE,DISTRICT,2019-2020,15805,NEW FRONTIERS PUBLIC SCHOOLS INC,20,OPEN ENROLLMENT CHARTER,601,354,-999,12,12,502,76,70,-999,0,23,27,36,406
STATE,DISTRICT,2019-2020,153905,NEW HOME ISD,17,TRADITIONAL ISD/CSD,532,84,0,115,30,88,-999,-999,-999,26,-999,0,30,532
STATE,DISTRICT,2019-2020,37908,NEW SUMMERFIELD ISD,7,TRADITIONAL ISD/CSD,541,352,0,165,50,513,246,66,0,-999,0,0,36,541
STATE,DISTRICT,2019-2020,236901,NEW WAVERLY ISD,6,TRADITIONAL ISD/CSD,1021,317,0,332,78,509,40,25,-999,70,44,23,86,510
STATE,DISTRICT,2019-2020,252902,NEWCASTLE ISD,9,TRADITIONAL ISD/CSD,199,92,0,97,29,125,-999,-999,0,-999,-999,-999,31,199
STATE,DISTRICT,2019-2020,220817,NEWMAN INTERNATIONAL ACADEMY OF AR,11,OPEN ENROLLMENT CHARTER,3133,1365,0,787,89,1512,451,435,12,153,-999,10,208,2748
STATE,DISTRICT,2019-2020,176902,NEWTON ISD,5,TRADITIONAL ISD/CSD,1047,538,0,286,90,778,-999,-999,-999,86,20,-999,162,771
STATE,DISTRICT,2019-2020,89903,NIXON-SMILEY CISD,13,TRADITIONAL ISD/CSD,1083,566,0,253,82,866,195,60,-999,97,24,-999,170,1077
STATE,DISTRICT,2019-2020,169902,NOCONA ISD,9,TRADITIONAL ISD/CSD,812,370,0,233,41,502,111,83,-999,56,-999,-999,140,812
STATE,DISTRICT,2019-2020,62902,NORDHEIM ISD,3,TRADITIONAL ISD/CSD,153,70,0,47,-999,85,0,0,0,-999,-999,0,-999,153
STATE,DISTRICT,2019-2020,145906,NORMANGEE ISD,6,TRADITIONAL ISD/CSD,600,162,0,240,39,294,17,17,-999,43,-999,-999,60,265
STATE,DISTRICT,2019-2020,15910,NORTH EAST ISD,20,TRADITIONAL ISD/CSD,64539,29103,6428,16327,1829,31968,9219,4120,209,4930,497,3533,7388,18169
STATE,DISTRICT,2019-2020,112906,NORTH HOPKINS ISD,8,TRADITIONAL ISD/CSD,541,227,0,184,22,332,59,56,-999,51,-999,-999,70,541
STATE,DISTRICT,2019-2020,139911,NORTH LAMAR ISD,8,TRADITIONAL ISD/CSD,2441,1095,0,663,198,1257,90,83,20,224,10,14,322,1138
STATE,DISTRICT,2019-2020,61802,NORTH TEXAS COLLEGIATE ACADEMY,11,OPEN ENROLLMENT CHARTER,652,573,0,0,13,549,246,211,-999,0,72,-999,59,652
STATE,DISTRICT,2019-2020,154903,NORTH ZULCH ISD,6,TRADITIONAL ISD/CSD,300,90,0,136,-999,146,-999,0,-999,12,-999,-999,41,300
STATE,DISTRICT,2019-2020,244905,NORTHSIDE ISD,9,TRADITIONAL ISD/CSD,230,24,0,80,-999,93,-999,-999,0,20,-999,0,18,230
STATE,DISTRICT,2019-2020,15915,NORTHSIDE ISD,20,TRADITIONAL ISD/CSD,107817,49075,5151,26896,3501,51285,10575,3768,509,7942,631,9255,14192,36629
STATE,DISTRICT,2019-2020,61911,NORTHWEST ISD,11,TRADITIONAL ISD/CSD,25040,7544,182,7297,1554,5167,1538,1329,47,2574,44,797,2863,3237
STATE,DISTRICT,2019-2020,57809,NOVA ACADEMY,10,OPEN ENROLLMENT CHARTER,136,52,0,0,0,135,23,0,-999,0,-999,0,-999,136
STATE,DISTRICT,2019-2020,57827,NOVA ACADEMY SOUTHEAST,10,OPEN ENROLLMENT CHARTER,658,468,0,0,-999,583,204,36,-999,0,17,-999,34,658
STATE,DISTRICT,2019-2020,69902,NUECES CANYON CISD,15,TRADITIONAL ISD/CSD,283,70,0,82,-999,197,-999,-999,0,14,0,0,38,169
STATE,DISTRICT,2019-2020,235904,NURSERY ISD,3,TRADITIONAL ISD/CSD,147,13,0,0,-999,79,-999,-999,-999,-999,0,-999,-999,147
STATE,DISTRICT,2019-2020,227804,NYOS CHARTER SCHOOL,13,OPEN ENROLLMENT CHARTER,1061,399,0,217,33,359,243,238,0,12,-999,-999,92,1061
STATE,DISTRICT,2019-2020,153903,O'DONNELL ISD,17,TRADITIONAL ISD/CSD,303,173,0,90,17,226,18,17,0,30,-999,-999,38,303
STATE,DISTRICT,2019-2020,145907,OAKWOOD ISD,6,TRADITIONAL ISD/CSD,189,69,0,54,-999,164,-999,-999,0,-999,0,-999,17,189
STATE,DISTRICT,2019-2020,205905,ODEM-EDROY ISD,2,TRADITIONAL ISD/CSD,853,356,0,263,53,559,28,27,-999,63,12,-999,77,853
STATE,DISTRICT,2019-2020,84802,ODYSSEY ACADEMY INC,4,OPEN ENROLLMENT CHARTER,1200,646,67,389,44,880,242,116,-999,56,-999,-999,115,1200
STATE,DISTRICT,2019-2020,50904,OGLESBY ISD,12,TRADITIONAL ISD/CSD,165,70,0,53,-999,98,-999,-999,-999,0,-999,-999,12,165
STATE,DISTRICT,2019-2020,200906,OLFEN ISD,15,TRADITIONAL ISD/CSD,123,77,0,39,-999,87,-999,-999,-999,-999,14,0,14,121
STATE,DISTRICT,2019-2020,252903,OLNEY ISD,9,TRADITIONAL ISD/CSD,657,252,0,267,69,430,36,36,0,28,17,-999,92,496
STATE,DISTRICT,2019-2020,140905,OLTON ISD,17,TRADITIONAL ISD/CSD,599,253,0,197,14,436,99,99,-999,36,-999,0,56,599
STATE,DISTRICT,2019-2020,187910,ONALASKA ISD,6,TRADITIONAL ISD/CSD,1143,296,0,379,32,843,18,18,0,43,-999,-999,143,1143
STATE,DISTRICT,2019-2020,125903,ORANGE GROVE ISD,2,TRADITIONAL ISD/CSD,1830,777,0,513,51,1089,31,31,0,113,10,25,214,1829
STATE,DISTRICT,2019-2020,181905,ORANGEFIELD ISD,5,TRADITIONAL ISD/CSD,1822,1131,0,507,29,1090,31,32,-999,81,723,60,208,1210
STATE,DISTRICT,2019-2020,230903,ORE CITY ISD,7,TRADITIONAL ISD/CSD,976,530,0,262,77,629,69,68,-999,37,-999,-999,124,976
STATE,DISTRICT,2019-2020,14804,ORENDA CHARTER SCHOOL,12,OPEN ENROLLMENT CHARTER,1829,602,0,211,113,286,28,15,63,0,-999,173,189,236
STATE,DISTRICT,2019-2020,201908,OVERTON ISD,7,TRADITIONAL ISD/CSD,504,205,0,157,59,324,-999,-999,0,73,-999,-999,64,504
STATE,DISTRICT,2019-2020,51901,PADUCAH ISD,17,TRADITIONAL ISD/CSD,200,123,0,109,-999,136,-999,-999,0,14,0,0,33,200
STATE,DISTRICT,2019-2020,104907,PAINT CREEK ISD,14,TRADITIONAL ISD/CSD,104,52,0,38,10,83,0,0,0,-999,-999,0,17,104
STATE,DISTRICT,2019-2020,48903,PAINT ROCK ISD,15,TRADITIONAL ISD/CSD,234,95,0,64,15,174,12,0,-999,12,-999,-999,40,222
STATE,DISTRICT,2019-2020,158905,PALACIOS ISD,3,TRADITIONAL ISD/CSD,1386,606,39,477,26,1005,210,73,-999,68,-999,-999,159,1386
STATE,DISTRICT,2019-2020,1907,PALESTINE ISD,7,TRADITIONAL ISD/CSD,3436,2000,78,1108,105,2737,595,476,13,87,13,-999,401,3436
STATE,DISTRICT,2019-2020,70910,PALMER ISD,10,TRADITIONAL ISD/CSD,1266,543,18,341,69,663,145,123,-999,45,-999,-999,221,516
STATE,DISTRICT,2019-2020,182906,PALO PINTO ISD,11,TRADITIONAL ISD/CSD,102,46,0,0,-999,60,-999,-999,0,-999,-999,0,-999,101
STATE,DISTRICT,2019-2020,90904,PAMPA ISD,16,TRADITIONAL ISD/CSD,3558,1810,25,1153,208,2107,614,373,18,241,81,29,490,2042
STATE,DISTRICT,2019-2020,33902,PANHANDLE ISD,16,TRADITIONAL ISD/CSD,669,215,0,224,93,178,-999,-999,-999,67,17,-999,85,307
STATE,DISTRICT,2019-2020,183801,PANOLA CHARTER SCHOOL,7,OPEN ENROLLMENT CHARTER,158,66,0,151,-999,52,0,0,-999,23,-999,-999,15,0
STATE,DISTRICT,2019-2020,42905,PANTHER CREEK CISD,15,TRADITIONAL ISD/CSD,156,46,0,69,-999,114,-999,-999,-999,0,0,-999,24,155
STATE,DISTRICT,2019-2020,249906,PARADISE ISD,11,TRADITIONAL ISD/CSD,1236,416,0,414,97,407,35,35,10,122,-999,-999,171,425
STATE,DISTRICT,2019-2020,139909,PARIS ISD,8,TRADITIONAL ISD/CSD,3964,2005,52,930,88,3088,421,95,16,433,35,18,523,2812
STATE,DISTRICT,2019-2020,101917,PASADENA ISD,4,TRADITIONAL ISD/CSD,52878,31144,8179,10813,2283,41623,15335,3369,60,2848,634,28,6095,36554
STATE,DISTRICT,2019-2020,63906,PATTON SPRINGS ISD,17,TRADITIONAL ISD/CSD,99,19,0,29,-999,82,-999,-999,0,10,-999,0,16,99
STATE,DISTRICT,2019-2020,13902,PAWNEE ISD,2,TRADITIONAL ISD/CSD,522,173,0,0,-999,442,20,18,11,-999,94,-999,12,522
STATE,DISTRICT,2019-2020,20908,PEARLAND ISD,4,TRADITIONAL ISD/CSD,21760,6909,1535,5282,1251,6719,1999,475,66,2256,163,405,2295,4163
STATE,DISTRICT,2019-2020,82903,PEARSALL ISD,20,TRADITIONAL ISD/CSD,2174,1113,69,696,101,1750,149,35,-999,90,78,-999,222,2173
STATE,DISTRICT,2019-2020,184908,PEASTER ISD,11,TRADITIONAL ISD/CSD,1322,350,0,412,50,388,39,38,-999,95,0,33,113,590
STATE,DISTRICT,2019-2020,195901,PECOS-BARSTOW-TOYAH ISD,18,TRADITIONAL ISD/CSD,2879,1454,240,652,55,1907,435,131,-999,127,-999,-999,303,2877
STATE,DISTRICT,2019-2020,57802,PEGASUS SCHOOL OF LIBERAL ARTS AND,10,OPEN ENROLLMENT CHARTER,625,505,0,0,17,478,155,153,-999,0,87,0,67,625
STATE,DISTRICT,2019-2020,109914,PENELOPE ISD,12,TRADITIONAL ISD/CSD,204,26,0,83,-999,133,19,-999,-999,-999,0,0,29,204
STATE,DISTRICT,2019-2020,119903,PERRIN-WHITT CISD,9,TRADITIONAL ISD/CSD,319,144,0,134,26,203,-999,-999,-999,17,-999,0,46,173
STATE,DISTRICT,2019-2020,179901,PERRYTON ISD,16,TRADITIONAL ISD/CSD,2213,1243,0,736,58,1311,690,237,-999,91,-999,-999,209,1562
STATE,DISTRICT,2019-2020,95904,PETERSBURG ISD,17,TRADITIONAL ISD/CSD,291,122,0,86,-999,224,28,27,0,28,-999,-999,42,291
STATE,DISTRICT,2019-2020,39903,PETROLIA CISD,9,TRADITIONAL ISD/CSD,450,69,0,189,39,240,-999,-999,-999,18,38,-999,62,260
STATE,DISTRICT,2019-2020,13903,PETTUS ISD,2,TRADITIONAL ISD/CSD,397,134,0,156,13,248,0,0,-999,14,12,-999,46,397
STATE,DISTRICT,2019-2020,172905,PEWITT CISD,8,TRADITIONAL ISD/CSD,872,341,0,302,66,622,59,58,-999,19,22,-999,139,871
STATE,DISTRICT,2019-2020,227904,PFLUGERVILLE ISD,13,TRADITIONAL ISD/CSD,26400,13622,2435,6979,1084,13344,5858,3142,85,1932,273,357,3235,18925
STATE,DISTRICT,2019-2020,108909,PHARR-SAN JUAN-ALAMO ISD,1,TRADITIONAL ISD/CSD,32412,24330,9534,8479,441,29999,13320,4952,95,2123,46,189,2863,32412
STATE,DISTRICT,2019-2020,61903,PILOT POINT ISD,11,TRADITIONAL ISD/CSD,1359,712,164,414,92,706,367,184,-999,98,35,10,140,729
