SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2020-2021,94904,MARION ISD,20,TRADITIONAL ISD/CSD,1483,434,0,83,610,86,68,28,98,23,57,195,661
STATE,DISTRICT,2020-2021,73903,MARLIN ISD,12,TRADITIONAL ISD/CSD,881,499,0,15,838,134,133,-999,33,0,-999,92,881
STATE,DISTRICT,2020-2021,102902,MARSHALL ISD,7,TRADITIONAL ISD/CSD,5064,2952,289,85,3198,965,294,36,549,96,78,368,5064
STATE,DISTRICT,2020-2021,161908,MART ISD,12,TRADITIONAL ISD/CSD,541,245,0,33,337,18,17,-999,47,-999,0,55,541
STATE,DISTRICT,2020-2021,234905,MARTINS MILL ISD,7,TRADITIONAL ISD/CSD,457,186,0,43,213,48,47,0,36,0,0,47,457
STATE,DISTRICT,2020-2021,174909,MARTINSVILLE ISD,7,TRADITIONAL ISD/CSD,341,168,0,35,199,25,14,-999,23,0,-999,42,341
STATE,DISTRICT,2020-2021,157901,MASON ISD,15,TRADITIONAL ISD/CSD,716,281,0,66,339,79,79,-999,111,15,13,63,714
STATE,DISTRICT,2020-2021,158904,MATAGORDA ISD,3,TRADITIONAL ISD/CSD,106,40,0,-999,62,-999,-999,0,-999,0,0,15,106
STATE,DISTRICT,2020-2021,205904,MATHIS ISD,2,TRADITIONAL ISD/CSD,1504,718,0,32,1283,21,14,11,61,-999,-999,188,1504
STATE,DISTRICT,2020-2021,19903,MAUD ISD,8,TRADITIONAL ISD/CSD,478,40,0,43,264,-999,-999,0,24,0,-999,55,477
STATE,DISTRICT,2020-2021,25905,MAY ISD,15,TRADITIONAL ISD/CSD,253,60,0,11,166,-999,-999,0,22,-999,0,34,116
STATE,DISTRICT,2020-2021,70915,MAYPEARL ISD,10,TRADITIONAL ISD/CSD,1161,404,0,80,458,69,63,-999,62,20,35,91,784
STATE,DISTRICT,2020-2021,108906,MCALLEN ISD,1,TRADITIONAL ISD/CSD,21602,12575,4162,1414,15886,7260,3365,19,2196,236,45,2695,20367
STATE,DISTRICT,2020-2021,231901,MCCAMEY ISD,18,TRADITIONAL ISD/CSD,494,236,0,30,337,30,29,0,26,0,0,52,494
STATE,DISTRICT,2020-2021,11905,MCDADE ISD,13,TRADITIONAL ISD/CSD,334,107,0,18,169,63,63,-999,34,-999,0,49,334
STATE,DISTRICT,2020-2021,161909,MCGREGOR ISD,12,TRADITIONAL ISD/CSD,1478,675,56,114,956,184,-999,-999,88,-999,-999,156,735
STATE,DISTRICT,2020-2021,43907,MCKINNEY ISD,10,TRADITIONAL ISD/CSD,23398,6791,1220,2016,7769,2786,1679,48,2385,345,1278,3147,3696
STATE,DISTRICT,2020-2021,90903,MCLEAN ISD,16,TRADITIONAL ISD/CSD,201,75,0,12,127,-999,-999,0,0,0,0,29,201
STATE,DISTRICT,2020-2021,34906,MCLEOD ISD,8,TRADITIONAL ISD/CSD,396,185,0,57,159,0,0,0,35,0,0,49,396
STATE,DISTRICT,2020-2021,162904,MCMULLEN COUNTY ISD,2,TRADITIONAL ISD/CSD,267,72,0,20,66,-999,-999,-999,26,0,0,19,0
STATE,DISTRICT,2020-2021,223902,MEADOW ISD,17,TRADITIONAL ISD/CSD,265,139,0,16,199,18,19,-999,-999,-999,-999,31,265
STATE,DISTRICT,2020-2021,130801,MEADOWLAND CHARTER DISTRICT,20,OPEN ENROLLMENT CHARTER,82,81,0,0,79,-999,-999,70,0,0,0,28,82
STATE,DISTRICT,2020-2021,10901,MEDINA ISD,20,TRADITIONAL ISD/CSD,274,129,0,-999,185,-999,-999,0,22,81,-999,44,274
STATE,DISTRICT,2020-2021,163908,MEDINA VALLEY ISD,20,TRADITIONAL ISD/CSD,6134,2506,198,184,2877,356,130,53,344,46,1026,811,2920
STATE,DISTRICT,2020-2021,43908,MELISSA ISD,10,TRADITIONAL ISD/CSD,4104,833,0,282,628,243,238,-999,262,19,100,528,1938
STATE,DISTRICT,2020-2021,96904,MEMPHIS ISD,16,TRADITIONAL ISD/CSD,443,258,0,68,362,67,59,0,34,-999,-999,92,443
STATE,DISTRICT,2020-2021,164901,MENARD ISD,15,TRADITIONAL ISD/CSD,279,142,0,-999,167,15,-999,-999,14,0,0,26,279
STATE,DISTRICT,2020-2021,108907,MERCEDES ISD,1,TRADITIONAL ISD/CSD,4681,3328,634,176,4266,1316,632,22,586,28,34,478,4681
STATE,DISTRICT,2020-2021,18902,MERIDIAN ISD,12,TRADITIONAL ISD/CSD,418,143,0,42,273,20,21,-999,52,0,-999,72,418
STATE,DISTRICT,2020-2021,246801,MERIDIAN WORLD SCHOOL LLC,13,OPEN ENROLLMENT CHARTER,1682,222,0,94,150,96,89,0,0,-999,21,173,0
STATE,DISTRICT,2020-2021,221904,MERKEL ISD,14,TRADITIONAL ISD/CSD,1097,405,0,41,629,25,10,12,57,25,36,200,557
STATE,DISTRICT,2020-2021,57914,MESQUITE ISD,10,TRADITIONAL ISD/CSD,38527,24022,4978,853,30034,11179,5551,157,2622,531,23,4756,38522
STATE,DISTRICT,2020-2021,147903,MEXIA ISD,12,TRADITIONAL ISD/CSD,1844,1025,90,95,1519,339,96,0,57,24,46,263,1827
STATE,DISTRICT,2020-2021,101855,MEYERPARK ELEMENTARY,4,OPEN ENROLLMENT CHARTER,260,75,0,0,244,0,0,0,0,0,0,20,260
STATE,DISTRICT,2020-2021,62906,MEYERSVILLE ISD,3,TRADITIONAL ISD/CSD,166,17,0,-999,77,0,0,-999,10,-999,-999,12,166
STATE,DISTRICT,2020-2021,197902,MIAMI ISD,16,TRADITIONAL ISD/CSD,195,29,0,21,71,-999,-999,0,12,-999,0,11,195
STATE,DISTRICT,2020-2021,165802,MIDLAND ACADEMY CHARTER SCHOOL,18,OPEN ENROLLMENT CHARTER,370,136,0,0,155,20,19,0,20,0,0,15,370
STATE,DISTRICT,2020-2021,165901,MIDLAND ISD,18,TRADITIONAL ISD/CSD,25579,14402,1397,954,12944,3653,2166,27,1166,299,309,2060,21405
STATE,DISTRICT,2020-2021,70908,MIDLOTHIAN ISD,10,TRADITIONAL ISD/CSD,9838,3159,128,716,2488,373,240,18,568,18,111,1282,1917
STATE,DISTRICT,2020-2021,39905,MIDWAY ISD,9,TRADITIONAL ISD/CSD,132,23,0,14,92,-999,-999,0,13,14,11,35,132
STATE,DISTRICT,2020-2021,161903,MIDWAY ISD,12,TRADITIONAL ISD/CSD,8253,2227,0,401,2767,302,241,25,869,11,412,972,2196
STATE,DISTRICT,2020-2021,166903,MILANO ISD,6,TRADITIONAL ISD/CSD,396,120,0,28,226,17,17,0,34,0,18,30,396
STATE,DISTRICT,2020-2021,175910,MILDRED ISD,12,TRADITIONAL ISD/CSD,755,388,0,54,345,25,22,-999,51,0,25,72,755
STATE,DISTRICT,2020-2021,200902,MILES ISD,15,TRADITIONAL ISD/CSD,468,215,0,42,194,43,43,0,34,10,21,36,258
STATE,DISTRICT,2020-2021,70909,MILFORD ISD,10,TRADITIONAL ISD/CSD,245,154,0,12,174,37,37,0,-999,-999,-999,35,245
STATE,DISTRICT,2020-2021,112907,MILLER GROVE ISD,8,TRADITIONAL ISD/CSD,306,101,0,27,159,12,12,-999,0,21,-999,29,306
STATE,DISTRICT,2020-2021,184904,MILLSAP ISD,11,TRADITIONAL ISD/CSD,1029,308,0,86,491,25,25,-999,52,-999,36,127,711
STATE,DISTRICT,2020-2021,250903,MINEOLA ISD,7,TRADITIONAL ISD/CSD,1591,701,0,74,968,167,151,13,58,-999,26,173,1591
STATE,DISTRICT,2020-2021,182903,MINERAL WELLS ISD,11,TRADITIONAL ISD/CSD,3116,2041,135,204,2506,405,215,24,119,48,79,366,1766
STATE,DISTRICT,2020-2021,108908,MISSION CISD,1,TRADITIONAL ISD/CSD,15044,10879,2442,524,12992,5352,2846,19,1895,75,124,1367,15044
STATE,DISTRICT,2020-2021,238902,MONAHANS-WICKETT-PYOTE ISD,18,TRADITIONAL ISD/CSD,2103,487,16,205,1168,220,42,-999,75,-999,-999,307,2103
STATE,DISTRICT,2020-2021,169908,MONTAGUE ISD,9,TRADITIONAL ISD/CSD,151,39,0,19,71,0,0,-999,-999,0,0,16,151
STATE,DISTRICT,2020-2021,108915,MONTE ALTO ISD,1,TRADITIONAL ISD/CSD,891,504,146,23,850,296,137,0,15,0,-999,90,890
STATE,DISTRICT,2020-2021,227826,MONTESSORI FOR ALL,13,OPEN ENROLLMENT CHARTER,479,122,0,-999,239,117,12,0,0,0,-999,40,373
STATE,DISTRICT,2020-2021,170903,MONTGOMERY ISD,6,TRADITIONAL ISD/CSD,8920,2064,120,500,2332,225,126,13,654,15,493,879,1568
STATE,DISTRICT,2020-2021,161910,MOODY ISD,12,TRADITIONAL ISD/CSD,666,317,0,55,437,63,48,0,37,-999,-999,103,666
STATE,DISTRICT,2020-2021,209902,MORAN ISD,14,TRADITIONAL ISD/CSD,118,67,0,12,109,0,0,0,-999,15,0,21,118
STATE,DISTRICT,2020-2021,18903,MORGAN ISD,12,TRADITIONAL ISD/CSD,136,41,0,12,110,14,-999,0,-999,-999,-999,27,136
STATE,DISTRICT,2020-2021,72910,MORGAN MILL ISD,11,TRADITIONAL ISD/CSD,129,-999,0,-999,37,0,0,0,-999,0,-999,-999,129
STATE,DISTRICT,2020-2021,40901,MORTON ISD,17,TRADITIONAL ISD/CSD,374,184,0,13,304,74,74,-999,21,-999,-999,49,374
STATE,DISTRICT,2020-2021,173901,MOTLEY COUNTY ISD,17,TRADITIONAL ISD/CSD,167,32,0,15,117,0,0,0,16,0,-999,21,167
STATE,DISTRICT,2020-2021,143902,MOULTON ISD,3,TRADITIONAL ISD/CSD,286,57,0,19,142,33,31,0,10,0,0,50,286
STATE,DISTRICT,2020-2021,109910,MOUNT CALM ISD,12,TRADITIONAL ISD/CSD,184,28,0,15,147,12,12,-999,-999,0,-999,28,183
STATE,DISTRICT,2020-2021,201907,MOUNT ENTERPRISE ISD,7,TRADITIONAL ISD/CSD,403,160,0,39,275,21,21,0,32,-999,0,58,185
STATE,DISTRICT,2020-2021,225902,MOUNT PLEASANT ISD,8,TRADITIONAL ISD/CSD,5306,3795,644,603,4070,2536,836,22,416,43,24,705,2953
STATE,DISTRICT,2020-2021,80901,MOUNT VERNON ISD,8,TRADITIONAL ISD/CSD,1478,687,41,145,871,186,115,-999,93,-999,-999,165,1478
STATE,DISTRICT,2020-2021,49902,MUENSTER ISD,11,TRADITIONAL ISD/CSD,524,104,0,10,93,-999,-999,0,20,0,0,76,524
STATE,DISTRICT,2020-2021,9901,MULESHOE ISD,17,TRADITIONAL ISD/CSD,1337,679,256,10,1147,379,121,-999,31,0,-999,185,1337
STATE,DISTRICT,2020-2021,167902,MULLIN ISD,12,TRADITIONAL ISD/CSD,217,121,0,12,191,-999,-999,10,-999,-999,-999,48,98
STATE,DISTRICT,2020-2021,198906,MUMFORD ISD,6,TRADITIONAL ISD/CSD,615,182,0,-999,420,110,105,-999,115,0,0,51,615
STATE,DISTRICT,2020-2021,138903,MUNDAY CISD,9,TRADITIONAL ISD/CSD,396,124,0,19,216,21,21,0,16,0,0,61,396
STATE,DISTRICT,2020-2021,107908,MURCHISON ISD,7,TRADITIONAL ISD/CSD,168,79,0,21,106,13,13,0,11,0,-999,37,168
STATE,DISTRICT,2020-2021,174904,NACOGDOCHES ISD,7,TRADITIONAL ISD/CSD,5940,3791,446,139,5159,1613,1047,34,296,55,-999,733,4144
STATE,DISTRICT,2020-2021,163903,NATALIA ISD,20,TRADITIONAL ISD/CSD,1024,583,0,44,781,85,78,-999,56,11,39,110,493
STATE,DISTRICT,2020-2021,94903,NAVARRO ISD,20,TRADITIONAL ISD/CSD,1849,561,0,119,639,80,75,-999,124,10,173,217,921
STATE,DISTRICT,2020-2021,93904,NAVASOTA ISD,6,TRADITIONAL ISD/CSD,2847,1674,15,158,2257,632,280,11,72,112,-999,397,1311
STATE,DISTRICT,2020-2021,35903,NAZARETH ISD,16,TRADITIONAL ISD/CSD,250,29,0,17,35,-999,-999,0,-999,0,-999,14,250
STATE,DISTRICT,2020-2021,1906,NECHES ISD,7,TRADITIONAL ISD/CSD,339,94,0,-999,168,-999,-999,-999,17,0,45,32,339
STATE,DISTRICT,2020-2021,123905,NEDERLAND ISD,5,TRADITIONAL ISD/CSD,5022,1876,89,218,2548,503,361,14,224,-999,74,601,2163
STATE,DISTRICT,2020-2021,79906,NEEDVILLE ISD,4,TRADITIONAL ISD/CSD,3306,1483,0,149,1286,284,282,-999,93,-999,188,450,2279
STATE,DISTRICT,2020-2021,19905,NEW BOSTON ISD,8,TRADITIONAL ISD/CSD,1174,693,0,110,824,40,40,0,81,17,19,185,1174
STATE,DISTRICT,2020-2021,46901,NEW BRAUNFELS ISD,13,TRADITIONAL ISD/CSD,9282,3701,593,524,3717,797,438,75,715,178,628,1006,2190
STATE,DISTRICT,2020-2021,170908,NEW CANEY ISD,6,TRADITIONAL ISD/CSD,16274,10383,3084,1209,10718,5071,2373,58,1065,237,82,1581,7582
STATE,DISTRICT,2020-2021,152902,NEW DEAL ISD,17,TRADITIONAL ISD/CSD,754,444,0,65,531,23,23,-999,39,0,-999,55,275
STATE,DISTRICT,2020-2021,230906,NEW DIANA ISD,7,TRADITIONAL ISD/CSD,1175,374,0,63,470,13,13,14,50,-999,21,69,594
STATE,DISTRICT,2020-2021,15805,NEW FRONTIERS PUBLIC SCHOOLS INC,20,OPEN ENROLLMENT CHARTER,485,297,-999,12,399,61,56,-999,0,16,11,36,322
STATE,DISTRICT,2020-2021,153905,NEW HOME ISD,17,TRADITIONAL ISD/CSD,575,70,0,29,88,11,11,0,36,-999,-999,34,575
STATE,DISTRICT,2020-2021,37908,NEW SUMMERFIELD ISD,7,TRADITIONAL ISD/CSD,529,353,-999,54,493,250,53,-999,10,0,0,44,529
STATE,DISTRICT,2020-2021,236901,NEW WAVERLY ISD,6,TRADITIONAL ISD/CSD,1038,313,0,80,552,41,24,-999,68,39,31,99,498
STATE,DISTRICT,2020-2021,252902,NEWCASTLE ISD,9,TRADITIONAL ISD/CSD,210,98,0,25,131,-999,-999,-999,-999,-999,11,36,210
STATE,DISTRICT,2020-2021,220817,NEWMAN INTERNATIONAL ACADEMY OF AR,11,OPEN ENROLLMENT CHARTER,3059,983,0,95,1554,438,380,-999,173,0,16,197,3059
STATE,DISTRICT,2020-2021,176902,NEWTON ISD,5,TRADITIONAL ISD/CSD,969,437,0,86,749,-999,-999,-999,75,18,-999,153,718
STATE,DISTRICT,2020-2021,89903,NIXON-SMILEY CISD,13,TRADITIONAL ISD/CSD,1015,578,0,79,849,192,47,-999,85,22,-999,166,716
STATE,DISTRICT,2020-2021,169902,NOCONA ISD,9,TRADITIONAL ISD/CSD,805,322,0,45,472,107,101,-999,65,-999,-999,140,805
STATE,DISTRICT,2020-2021,62902,NORDHEIM ISD,3,TRADITIONAL ISD/CSD,144,66,0,-999,72,0,0,0,-999,0,10,-999,144
STATE,DISTRICT,2020-2021,145906,NORMANGEE ISD,6,TRADITIONAL ISD/CSD,595,150,0,45,292,16,16,0,39,-999,-999,73,255
STATE,DISTRICT,2020-2021,15910,NORTH EAST ISD,20,TRADITIONAL ISD/CSD,60483,28264,5887,1955,30151,9148,4273,182,4649,413,5877,7423,16764
STATE,DISTRICT,2020-2021,112906,NORTH HOPKINS ISD,8,TRADITIONAL ISD/CSD,555,238,0,34,348,64,60,14,48,-999,-999,69,555
STATE,DISTRICT,2020-2021,139911,NORTH LAMAR ISD,8,TRADITIONAL ISD/CSD,2361,968,0,208,1170,89,83,18,206,17,16,332,1089
STATE,DISTRICT,2020-2021,61802,NORTH TEXAS COLLEGIATE ACADEMY,11,OPEN ENROLLMENT CHARTER,633,555,0,10,564,250,228,-999,0,46,-999,64,633
STATE,DISTRICT,2020-2021,154903,NORTH ZULCH ISD,6,TRADITIONAL ISD/CSD,300,92,0,-999,185,-999,0,-999,-999,-999,15,33,300
STATE,DISTRICT,2020-2021,244905,NORTHSIDE ISD,9,TRADITIONAL ISD/CSD,238,41,0,-999,74,0,0,0,16,-999,-999,25,238
STATE,DISTRICT,2020-2021,15915,NORTHSIDE ISD,20,TRADITIONAL ISD/CSD,103151,50624,5090,3559,47494,10914,4231,526,7607,407,11166,14125,32767
STATE,DISTRICT,2020-2021,61911,NORTHWEST ISD,11,TRADITIONAL ISD/CSD,25383,7341,201,1870,5456,1744,1499,30,2605,77,1688,3084,2205
STATE,DISTRICT,2020-2021,57809,NOVA ACADEMY,10,OPEN ENROLLMENT CHARTER,122,27,0,0,113,11,0,-999,0,0,0,0,122
STATE,DISTRICT,2020-2021,57827,NOVA ACADEMY SOUTHEAST,10,OPEN ENROLLMENT CHARTER,613,466,0,-999,562,169,45,-999,0,-999,-999,33,613
STATE,DISTRICT,2020-2021,69902,NUECES CANYON CISD,15,TRADITIONAL ISD/CSD,260,27,0,12,195,-999,-999,0,12,0,0,32,260
STATE,DISTRICT,2020-2021,235904,NURSERY ISD,3,TRADITIONAL ISD/CSD,141,13,0,-999,75,-999,-999,0,10,0,-999,18,141
STATE,DISTRICT,2020-2021,227804,NYOS CHARTER SCHOOL,13,OPEN ENROLLMENT CHARTER,1077,426,0,47,327,257,245,0,0,0,-999,103,1077
STATE,DISTRICT,2020-2021,153903,O'DONNELL ISD,17,TRADITIONAL ISD/CSD,298,164,0,19,209,16,15,0,39,0,-999,41,298
STATE,DISTRICT,2020-2021,145907,OAKWOOD ISD,6,TRADITIONAL ISD/CSD,192,46,0,16,182,-999,-999,0,-999,0,-999,24,192
STATE,DISTRICT,2020-2021,205905,ODEM-EDROY ISD,2,TRADITIONAL ISD/CSD,846,245,0,50,570,27,27,0,60,12,-999,74,846
STATE,DISTRICT,2020-2021,84802,ODYSSEY ACADEMY INC,4,OPEN ENROLLMENT CHARTER,1397,834,47,46,1028,272,118,-999,54,-999,11,143,1397
STATE,DISTRICT,2020-2021,50904,OGLESBY ISD,12,TRADITIONAL ISD/CSD,185,72,0,11,112,-999,-999,0,-999,11,-999,16,185
STATE,DISTRICT,2020-2021,200906,OLFEN ISD,15,TRADITIONAL ISD/CSD,142,90,0,-999,105,-999,-999,0,-999,16,-999,22,138
STATE,DISTRICT,2020-2021,252903,OLNEY ISD,9,TRADITIONAL ISD/CSD,707,254,0,70,397,42,41,0,28,17,-999,108,507
STATE,DISTRICT,2020-2021,140905,OLTON ISD,17,TRADITIONAL ISD/CSD,596,228,0,16,399,106,106,0,32,-999,0,62,596
STATE,DISTRICT,2020-2021,187910,ONALASKA ISD,6,TRADITIONAL ISD/CSD,1180,240,0,38,914,18,17,0,54,0,0,145,1172
STATE,DISTRICT,2020-2021,125903,ORANGE GROVE ISD,2,TRADITIONAL ISD/CSD,1714,801,0,61,1056,41,41,11,100,-999,24,208,1714
STATE,DISTRICT,2020-2021,181905,ORANGEFIELD ISD,5,TRADITIONAL ISD/CSD,1791,832,0,52,572,36,37,-999,84,22,102,224,844
STATE,DISTRICT,2020-2021,230903,ORE CITY ISD,7,TRADITIONAL ISD/CSD,928,471,0,73,622,74,72,-999,28,-999,21,124,928
STATE,DISTRICT,2020-2021,14804,ORENDA CHARTER SCHOOL,12,OPEN ENROLLMENT CHARTER,1848,708,0,129,265,39,29,59,0,0,196,204,192
STATE,DISTRICT,2020-2021,201908,OVERTON ISD,7,TRADITIONAL ISD/CSD,477,136,0,54,315,-999,-999,0,62,-999,0,57,477
STATE,DISTRICT,2020-2021,51901,PADUCAH ISD,17,TRADITIONAL ISD/CSD,183,104,0,16,121,-999,-999,-999,15,0,-999,32,183
STATE,DISTRICT,2020-2021,104907,PAINT CREEK ISD,14,TRADITIONAL ISD/CSD,91,48,0,-999,74,0,0,0,-999,-999,0,12,91
STATE,DISTRICT,2020-2021,48903,PAINT ROCK ISD,15,TRADITIONAL ISD/CSD,237,131,0,16,171,13,12,-999,15,-999,-999,44,226
STATE,DISTRICT,2020-2021,158905,PALACIOS ISD,3,TRADITIONAL ISD/CSD,1316,468,16,25,928,206,82,-999,61,-999,15,155,1316
STATE,DISTRICT,2020-2021,1907,PALESTINE ISD,7,TRADITIONAL ISD/CSD,3400,1950,39,111,2726,534,99,-999,85,10,-999,439,3400
STATE,DISTRICT,2020-2021,70910,PALMER ISD,10,TRADITIONAL ISD/CSD,1246,641,0,76,679,160,157,13,40,12,-999,228,895
STATE,DISTRICT,2020-2021,182906,PALO PINTO ISD,11,TRADITIONAL ISD/CSD,84,24,0,-999,55,-999,-999,0,-999,0,0,-999,84
STATE,DISTRICT,2020-2021,90904,PAMPA ISD,16,TRADITIONAL ISD/CSD,3506,1779,30,241,2184,625,284,17,206,78,32,550,2442
STATE,DISTRICT,2020-2021,33902,PANHANDLE ISD,16,TRADITIONAL ISD/CSD,669,241,0,92,201,-999,-999,-999,64,14,66,85,313
STATE,DISTRICT,2020-2021,183801,PANOLA CHARTER SCHOOL,7,OPEN ENROLLMENT CHARTER,191,89,0,-999,57,0,0,0,34,-999,25,11,0
STATE,DISTRICT,2020-2021,42905,PANTHER CREEK CISD,15,TRADITIONAL ISD/CSD,156,42,0,-999,107,0,0,-999,0,-999,-999,38,155
STATE,DISTRICT,2020-2021,249906,PARADISE ISD,11,TRADITIONAL ISD/CSD,1216,356,0,97,343,35,35,-999,127,-999,-999,156,402
STATE,DISTRICT,2020-2021,139909,PARIS ISD,8,TRADITIONAL ISD/CSD,3857,1939,50,184,2863,427,89,12,457,31,18,493,2718
STATE,DISTRICT,2020-2021,101917,PASADENA ISD,4,TRADITIONAL ISD/CSD,50614,29673,9648,2313,42385,15155,4524,54,2820,415,200,6103,34687
STATE,DISTRICT,2020-2021,63906,PATTON SPRINGS ISD,17,TRADITIONAL ISD/CSD,90,20,0,-999,68,-999,-999,0,-999,-999,-999,16,90
STATE,DISTRICT,2020-2021,13902,PAWNEE ISD,2,TRADITIONAL ISD/CSD,315,124,0,-999,262,-999,-999,-999,11,45,-999,30,315
STATE,DISTRICT,2020-2021,20908,PEARLAND ISD,4,TRADITIONAL ISD/CSD,21067,7021,1554,1183,6623,2046,552,68,2318,170,1309,2197,5781
STATE,DISTRICT,2020-2021,82903,PEARSALL ISD,20,TRADITIONAL ISD/CSD,2025,1019,59,101,1688,137,25,13,83,50,-999,249,2020
STATE,DISTRICT,2020-2021,184908,PEASTER ISD,11,TRADITIONAL ISD/CSD,1382,365,0,71,405,40,39,0,99,30,24,130,659
STATE,DISTRICT,2020-2021,195901,PECOS-BARSTOW-TOYAH ISD,18,TRADITIONAL ISD/CSD,2697,1185,181,52,1748,393,177,-999,118,0,-999,269,2697
STATE,DISTRICT,2020-2021,57802,PEGASUS SCHOOL OF LIBERAL ARTS AND,10,OPEN ENROLLMENT CHARTER,506,405,0,16,439,144,142,0,0,85,0,56,506
STATE,DISTRICT,2020-2021,109914,PENELOPE ISD,12,TRADITIONAL ISD/CSD,211,30,0,12,141,25,10,-999,-999,0,0,30,211
STATE,DISTRICT,2020-2021,119903,PERRIN-WHITT CISD,9,TRADITIONAL ISD/CSD,316,122,0,28,201,-999,-999,-999,17,0,0,50,164
STATE,DISTRICT,2020-2021,179901,PERRYTON ISD,16,TRADITIONAL ISD/CSD,2133,1141,33,78,1115,641,217,-999,83,17,27,219,1471
STATE,DISTRICT,2020-2021,95904,PETERSBURG ISD,17,TRADITIONAL ISD/CSD,291,141,0,16,227,20,19,0,26,0,-999,48,291
STATE,DISTRICT,2020-2021,39903,PETROLIA CISD,9,TRADITIONAL ISD/CSD,446,95,0,41,288,-999,-999,-999,16,37,-999,63,255
STATE,DISTRICT,2020-2021,13903,PETTUS ISD,2,TRADITIONAL ISD/CSD,374,93,0,14,255,-999,-999,0,13,0,-999,42,374
STATE,DISTRICT,2020-2021,172905,PEWITT CISD,8,TRADITIONAL ISD/CSD,861,342,0,72,625,54,54,-999,15,19,12,149,861
STATE,DISTRICT,2020-2021,227904,PFLUGERVILLE ISD,13,TRADITIONAL ISD/CSD,25436,13108,2268,1192,12146,5966,3666,75,2005,239,1236,3104,18017
STATE,DISTRICT,2020-2021,108909,PHARR-SAN JUAN-ALAMO ISD,1,TRADITIONAL ISD/CSD,31234,23075,9626,473,28638,12901,4766,87,2012,58,138,2934,31234
STATE,DISTRICT,2020-2021,61903,PILOT POINT ISD,11,TRADITIONAL ISD/CSD,1362,620,188,95,655,374,168,-999,102,37,-999,152,698
STATE,DISTRICT,2020-2021,92904,PINE TREE ISD,7,TRADITIONAL ISD/CSD,4545,2141,162,172,3072,711,236,18,281,11,147,514,4545
STATE,DISTRICT,2020-2021,3801,PINEYWOODS COMMUNITY ACADEMY,7,OPEN ENROLLMENT CHARTER,996,415,0,44,506,49,49,-999,93,-999,11,104,996
STATE,DISTRICT,2020-2021,57850,PIONEER TECHNOLOGY & ARTS ACADEMY,10,OPEN ENROLLMENT CHARTER,1709,737,0,0,693,330,0,-999,85,11,0,105,997
STATE,DISTRICT,2020-2021,32902,PITTSBURG ISD,8,TRADITIONAL ISD/CSD,2347,1149,140,67,1839,426,138,-999,103,14,66,242,2347
STATE,DISTRICT,2020-2021,251902,PLAINS ISD,17,TRADITIONAL ISD/CSD,431,242,0,16,302,47,47,-999,24,35,0,34,431
STATE,DISTRICT,2020-2021,95905,PLAINVIEW ISD,17,TRADITIONAL ISD/CSD,4843,2775,120,295,3906,433,171,20,455,17,20,545,4843
STATE,DISTRICT,2020-2021,43910,PLANO ISD,10,TRADITIONAL ISD/CSD,50154,14158,2414,1804,17859,9327,6687,20,8978,169,1572,6340,14264
STATE,DISTRICT,2020-2021,19912,PLEASANT GROVE ISD,8,TRADITIONAL ISD/CSD,2233,585,0,117,739,69,64,0,264,-999,51,235,955
STATE,DISTRICT,2020-2021,7905,PLEASANTON ISD,20,TRADITIONAL ISD/CSD,3437,1745,28,309,2179,154,101,11,140,34,30,461,2450
STATE,DISTRICT,2020-2021,117904,PLEMONS-STINNETT-PHILLIPS CISD,16,TRADITIONAL ISD/CSD,673,204,0,57,230,-999,-999,0,50,19,10,101,672
STATE,DISTRICT,2020-2021,31909,POINT ISABEL ISD,1,TRADITIONAL ISD/CSD,2072,1312,420,35,1822,781,307,0,119,136,-999,207,2072
STATE,DISTRICT,2020-2021,61906,PONDER ISD,11,TRADITIONAL ISD/CSD,1585,463,0,63,635,195,193,0,122,12,82,173,714
STATE,DISTRICT,2020-2021,184901,POOLVILLE ISD,11,TRADITIONAL ISD/CSD,557,177,0,19,268,41,41,0,28,0,-999,60,557
STATE,DISTRICT,2020-2021,15801,POR VIDA ACADEMY,20,OPEN ENROLLMENT CHARTER,137,111,0,-999,109,-999,-999,-999,0,0,0,14,137
STATE,DISTRICT,2020-2021,178908,PORT ARANSAS ISD,2,TRADITIONAL ISD/CSD,503,122,0,48,132,12,11,-999,41,-999,52,40,503
STATE,DISTRICT,2020-2021,123907,PORT ARTHUR ISD,5,TRADITIONAL ISD/CSD,7957,3933,533,268,6746,2128,1331,-999,259,83,-999,805,7662
STATE,DISTRICT,2020-2021,123908,PORT NECHES-GROVES ISD,5,TRADITIONAL ISD/CSD,4984,1907,12,149,2052,319,283,-999,479,20,0,494,1834
STATE,DISTRICT,2020-2021,15814,POSITIVE SOLUTIONS CHARTER SCHOOL,20,OPEN ENROLLMENT CHARTER,119,101,0,0,95,-999,0,0,0,0,0,16,119
STATE,DISTRICT,2020-2021,85902,POST ISD,17,TRADITIONAL ISD/CSD,797,244,0,44,573,63,63,0,17,-999,-999,100,764
